21,24,26.8,"#FFFFFF"
21,26.8,31.5,"#404040"
21,31.5,35.8,"#FFFFFF"
21,35.8,37.8,"#7F7F7F"
21,37.8,39.7,"#FFFFFF"
21,39.7,42.6,"#7F7F7F"
21,42.6,48.129895,"#FFFFFF"
22,0,3.8,"#000000"
22,3.8,8.3,"#BFBFBF"
22,8.3,12.2,"#000000"
22,12.2,14.7,"#8B0000"
22,14.7,17.9,"#8B0000"
22,17.9,22.2,"#FFFFFF"
22,22.2,23.5,"#BFBFBF"
22,23.5,25.9,"#FFFFFF"
22,25.9,29.6,"#7F7F7F"
22,29.6,32.2,"#FFFFFF"
22,32.2,37.6,"#7F7F7F"
22,37.6,41,"#FFFFFF"
22,41,44.2,"#7F7F7F"
22,44.2,48.4,"#FFFFFF"
22,48.4,49.4,"#7F7F7F"
22,49.4,51.304566,"#FFFFFF"
3,0,2.8,"#7F7F7F"
3,2.8,4,"#FFFFFF"
3,4,8.7,"#7F7F7F"
3,8.7,11.8,"#FFFFFF"
3,11.8,13.3,"#BFBFBF"
3,13.3,16.4,"#FFFFFF"
3,16.4,23.9,"#000000"
3,23.9,26.4,"#FFFFFF"
3,26.4,30.9,"#404040"
3,30.9,32.1,"#FFFFFF"
3,32.1,36.5,"#7F7F7F"
3,36.5,39.4,"#FFFFFF"
3,39.4,43.7,"#404040"
3,43.7,44.1,"#FFFFFF"
3,44.1,44.2,"#7F7F7F"
3,44.2,50.6,"#FFFFFF"
3,50.6,52.3,"#BFBFBF"
3,52.3,54.4,"#FFFFFF"
3,54.4,58.6,"#7F7F7F"
3,58.6,63.7,"#FFFFFF"
3,63.7,69.8,"#7F7F7F"
3,69.8,74.2,"#FFFFFF"
3,74.2,79.8,"#404040"
3,79.8,83.5,"#FFFFFF"
3,83.5,87.2,"#404040"
3,87.2,87.9,"#FFFFFF"
3,87.9,91,"#8B0000"
3,91,93.9,"#8B0000"
3,93.9,98.3,"#000000"
3,98.3,100,"#FFFFFF"
3,100,100.9,"#BFBFBF"
3,100.9,102.8,"#FFFFFF"
3,102.8,106.2,"#404040"
3,106.2,107.9,"#FFFFFF"
3,107.9,111.3,"#7F7F7F"
3,111.3,113.5,"#FFFFFF"
3,113.5,117.3,"#404040"
3,117.3,119,"#FFFFFF"
3,119,121.9,"#404040"
3,121.9,123.8,"#FFFFFF"
3,123.8,125.8,"#BFBFBF"
3,125.8,129.2,"#FFFFFF"
3,129.2,133.7,"#BFBFBF"
3,133.7,135.7,"#FFFFFF"
3,135.7,138.7,"#BFBFBF"
3,138.7,142.8,"#FFFFFF"
3,142.8,148.9,"#000000"
3,148.9,152.1,"#FFFFFF"
3,152.1,155,"#7F7F7F"
3,155,157,"#FFFFFF"
3,157,159,"#7F7F7F"
3,159,160.7,"#FFFFFF"
3,160.7,167.6,"#000000"
3,167.6,170.9,"#FFFFFF"
3,170.9,175.7,"#404040"
3,175.7,179,"#FFFFFF"
3,179,182.7,"#404040"
3,182.7,184.5,"#FFFFFF"
3,184.5,186,"#BFBFBF"
3,186,187.9,"#FFFFFF"
3,187.9,192.3,"#404040"
3,192.3,198.02243,"#FFFFFF"
4,0,4.5,"#FFFFFF"
4,4.5,6,"#BFBFBF"
4,6,11.3,"#FFFFFF"
4,11.3,15.2,"#7F7F7F"
4,15.2,17.8,"#FFFFFF"
4,17.8,21.3,"#404040"
4,21.3,27.7,"#FFFFFF"
4,27.7,35.8,"#000000"
4,35.8,41.2,"#FFFFFF"
4,41.2,44.6,"#7F7F7F"
4,44.6,48.2,"#FFFFFF"
4,48.2,50.4,"#8B0000"
4,50.4,52.7,"#8B0000"
4,52.7,59.5,"#FFFFFF"
4,59.5,66.6,"#000000"
4,66.6,70.5,"#FFFFFF"
4,70.5,76.3,"#404040"
4,76.3,78.9,"#FFFFFF"
4,78.9,82.4,"#7F7F7F"
4,82.4,84.1,"#FFFFFF"
4,84.1,86.9,"#BFBFBF"
4,86.9,88,"#FFFFFF"
4,88,93.7,"#404040"
4,93.7,95.1,"#FFFFFF"
4,95.1,98.8,"#404040"
4,98.8,101.1,"#FFFFFF"
4,101.1,107.7,"#7F7F7F"
4,107.7,114.1,"#FFFFFF"
4,114.1,120.8,"#404040"
4,120.8,123.8,"#FFFFFF"
4,123.8,128.8,"#7F7F7F"
4,128.8,131.1,"#FFFFFF"
4,131.1,139.5,"#000000"
4,139.5,141.5,"#FFFFFF"
4,141.5,146.8,"#BFBFBF"
4,146.8,148.5,"#FFFFFF"
4,148.5,151.1,"#BFBFBF"
4,151.1,155.6,"#FFFFFF"
4,155.6,161.8,"#000000"
4,161.8,164.5,"#FFFFFF"
4,164.5,170.1,"#000000"
4,170.1,171.9,"#FFFFFF"
4,171.9,176.3,"#404040"
4,176.3,177.5,"#FFFFFF"
4,177.5,183.2,"#000000"
4,183.2,187.1,"#FFFFFF"
4,187.1,191.154276,"#BFBFBF"
5,0,4.5,"#FFFFFF"
5,4.5,6.3,"#BFBFBF"
5,6.3,9.8,"#FFFFFF"
5,9.8,15,"#7F7F7F"
5,15,18.4,"#FFFFFF"
5,18.4,23.3,"#000000"
5,23.3,24.6,"#FFFFFF"
5,24.6,28.9,"#000000"
5,28.9,33.8,"#FFFFFF"
5,33.8,38.4,"#BFBFBF"
5,38.4,42.5,"#FFFFFF"
5,42.5,46.1,"#7F7F7F"
5,46.1,48.4,"#8B0000"
5,48.4,50.7,"#8B0000"
5,50.7,58.9,"#FFFFFF"
5,58.9,62.9,"#404040"
5,62.9,63.2,"#FFFFFF"
5,63.2,66.7,"#404040"
5,66.7,68.4,"#FFFFFF"
5,68.4,73.3,"#7F7F7F"
5,73.3,76.9,"#FFFFFF"
5,76.9,81.4,"#7F7F7F"
5,81.4,82.8,"#FFFFFF"
5,82.8,92.3,"#000000"
5,92.3,98.2,"#FFFFFF"
5,98.2,102.8,"#000000"
5,102.8,104.5,"#FFFFFF"
5,104.5,109.6,"#000000"
5,109.6,111.5,"#FFFFFF"
5,111.5,113.1,"#7F7F7F"
5,113.1,115.2,"#FFFFFF"
5,115.2,121.4,"#000000"
5,121.4,127.3,"#FFFFFF"
5,127.3,130.6,"#000000"
5,130.6,136.2,"#FFFFFF"
