6,83.9,84.9,1,1,1
6,84.9,88,0.5,0.5,0.5
6,88,93.1,1,1,1
6,93.1,99.5,0,0,0
6,99.5,100.6,1,1,1
6,100.6,105.5,0,0,0
6,105.5,114.6,1,1,1
6,114.6,118.3,0.25,0.25,0.25
6,118.3,118.5,1,1,1
6,118.5,126.1,0,0,0
6,126.1,127.1,1,1,1
6,127.1,130.3,0.25,0.25,0.25
6,130.3,131.2,1,1,1
6,131.2,135.2,0.5,0.5,0.5
6,135.2,139,1,1,1
6,139,142.8,0.25,0.25,0.25
6,142.8,145.6,1,1,1
6,145.6,149,0.25,0.25,0.25
6,149,152.5,1,1,1
6,152.5,155.5,0.5,0.5,0.5
6,155.5,161,1,1,1
6,161,164.5,0.5,0.5,0.5
6,164.5,171.1,1,1,1
7,0,2.8,1,1,1
7,2.8,4.5,0.75,0.75,0.75
7,4.5,7.3,1,1,1
7,7.3,13.8,0,0,0
7,13.8,16.5,1,1,1
7,16.5,20.9,0,0,0
7,20.9,25.5,1,1,1
7,25.5,28,0.5,0.5,0.5
7,28,28.8,1,1,1
7,28.8,35,0.25,0.25,0.25
7,35,37.2,1,1,1
7,37.2,43.3,0.25,0.25,0.25
7,43.3,45.4,1,1,1
7,45.4,49,0.25,0.25,0.25
7,49,50.5,1,1,1
7,50.5,54,0.25,0.25,0.25
7,54,58,1,1,1
7,58,59.9,0.55,0,0
7,59.9,61.7,0.55,0,0
7,61.7,67,1,1,1
7,67,72.2,0.5,0.5,0.5
7,72.2,77.5,1,1,1
7,77.5,86.4,0,0,0
7,86.4,88.2,1,1,1
7,88.2,91.1,0.25,0.25,0.25
7,91.1,92.8,1,1,1
7,92.8,98,0.25,0.25,0.25
7,98,103.8,1,1,1
7,103.8,104.5,0.5,0.5,0.5
7,104.5,107.4,1,1,1
7,107.4,114.6,0.25,0.25,0.25
7,114.6,117.4,1,1,1
7,117.4,121.1,0.25,0.25,0.25
7,121.1,123.8,1,1,1
7,123.8,127.1,0.25,0.25,0.25
7,127.1,129.2,1,1,1
7,129.2,130.4,0.75,0.75,0.75
7,130.4,132.6,1,1,1
7,132.6,138.2,0.5,0.5,0.5
7,138.2,143.1,1,1,1
7,143.1,147.9,0.25,0.25,0.25
7,147.9,152.6,1,1,1
7,152.6,155.1,0.75,0.75,0.75
7,155.1,159.1,1,1,1
8,0,2.2,1,1,1
8,2.2,6.2,0.25,0.25,0.25
8,6.2,12.7,1,1,1
8,12.7,19,0,0,0
8,19,23.3,1,1,1
8,23.3,27.4,0.5,0.5,0.5
8,27.4,28.8,1,1,1
8,28.8,36.5,0.25,0.25,0.25
8,36.5,38.3,1,1,1
8,38.3,39.7,0.75,0.75,0.75
8,39.7,43.1,1,1,1
8,43.1,45.6,0.55,0,0
8,45.6,48.1,0.55,0,0
8,48.1,52.2,1,1,1
8,52.2,52.6,0.25,0.25,0.25
8,52.6,55.5,1,1,1
8,55.5,61.6,0.5,0.5,0.5
8,61.6,62.2,1,1,1
8,62.2,66,0.5,0.5,0.5
8,66,68,1,1,1
8,68,70.5,0.5,0.5,0.5
8,70.5,73.9,1,1,1
8,73.9,78.3,0,0,0
8,78.3,80.1,1,1,1
8,80.1,84.6,0.25,0.25,0.25
8,84.6,86.9,1,1,1
8,86.9,93.3,0,0,0
8,93.3,99,1,1,1
8,99,101.6,0.75,0.75,0.75
8,101.6,106.2,1,1,1
8,106.2,110.5,0.25,0.25,0.25
8,110.5,112.1,1,1,1
8,112.1,117.7,0,0,0
8,117.7,119.2,1,1,1
8,119.2,122.5,0.5,0.5,0.5
8,122.5,127.3,1,1,1
8,127.3,131.5,0.5,0.5,0.5
8,131.5,136.4,1,1,1
8,136.4,139.9,0.25,0.25,0.25
8,139.9,146.3,1,1,1
9,0,2.2,1,1,1
9,2.2,4.6,0.75,0.75,0.75
9,4.6,9,1,1,1
9,9,14.2,0.25,0.25,0.25
9,14.2,16.6,1,1,1
9,16.6,18.5,0.75,0.75,0.75
9,18.5,19.9,1,1,1
9,19.9,25.6,0,0,0
9,25.6,28,1,1,1
9,28,33.2,0,0,0
9,33.2,36.3,1,1,1
9,36.3,38.4,0.75,0.75,0.75
9,38.4,41,1,1,1
9,41,43.6,0.5,0.5,0.5
9,43.6,47.3,1,1,1
9,47.3,49,0.55,0,0
9,49,50.7,0.55,0,0
9,50.7,65.9,0,0,0
9,65.9,68.7,1,1,1
9,68.7,72.2,0.75,0.75,0.75
9,72.2,74,1,1,1
